"","text","is_kelas"
"14101.content","miamia bukti nyata gema sampai cairo mesir tanpa harus arab",1
"14102.content","satu putar bapak ahokdjarot jarot pasti menang",1
"14103.content","rupa ahokdjarot ng berani agussylvi mundur tni demi pilkada kenapa takut saing fair",-1
"14104.content","tidak cuma banjir hujan potensi lahir rindu rindu tidak jelas mohon bapak siap pasuk bersih bersih rindu",0
"14105.content","benar ahokdjarot alias parah",0
"14106.content","hanya kerabat tugas dishub hajar habis an tanpa lawan pribumi bagai tamu",-1
"14107.content","lain masih hayal sudah bukti kerja menang saya yakin pasti jkt lebih baik",1
"14108.content","bukan nanti mulai salah jomblo",-1
"14109.content","siddiq tabligh amanah fatonah bapak prilaku sudah muslim cuman belum dapat hidayah",1
"14110.content","jakarta guyur hujan tidak banjir thanks to and",1
"14111.content","pagi dakwa masih gubernur apkh p",-1
"14112.content","ahokdjarot ahokdjarot adalah pasang tepat mantap langsung coblos tidak ahokdjarot ahokdjarot",1
"14113.content","wah justru setelah aktif",-1
"14114.content","bagaimana bapak kata sudah tidak banjir ya",0
"14115.content","ahokdjarot sudah bukti karya nyata kenapa masih bingung pilih",1
"14116.content","mantap tidak seperti tetangga sebelah pake kedok mesjid doa bareng tidak tau ceramah politik dalem oleh arifin",1
"14117.content","tanda alam dakwa gubernur jelas langgar benar p",-1
"14118.content","tim nasihat hukum bapak bagus tidak perlu nanggepin sampai segitunya cuit bapak menag tidak perlu bgt",0
"14119.content","lw saya tidak suka lw bukan lw cina atau kristen lw sok jago padahal ya biasa tidak jago fiks",-1
"14120.content","orang asih orang lain amanah emban anda memang luar biasa bapak gubernur",1
"14121.content","wah tukang doa ahokdjarot ni bilang bos ni jakarta banjir makanya punya mulut j",-1
"14122.content","pengendaliantikus got dki jakarta",0
"14123.content","baru hari tinggal sumarsono baru hox gubernur dakwa kuasa",-1
"14124.content","bismillahirahmanirahim semoga baik menang semangat juang ya bapak ahokdjarot",1
"14125.content","nyata sudah title kyai haji hati tidak ikut rosululloh mlh mendo jlk orng brbalik",-1
"14126.content","min jangan fitnah lo entar saya laporin lo jakarta bebas banjir katenye",-1
"14127.content","ya tuhan yme ahokdjarot pilih cepet bangget ya selamat bapak ahokdjarot nanti tanggal buat syarat formil",1
"14128.content","bapak ahokdjarot pake akun tahu saya resmi verified",0
"14129.content","jakarta guyur hujan sejak pagi kampung pulo banjir cuma halo hox kmp pulo banjir gusur gih",-1
"14130.content","ama lsg koar bapak mhn bantu saudara kita",0
"14131.content","saya bukan warga jkt mau ikut poling opsi saya butuhkn tidak x putar tidak menang",-1
"14132.content","logika balik bung tu sudah lama n berlaku kpd siapa tidak cuma bapak harus tau patuh",0
"14133.content","babi",-1
"14134.content","kadang saya heran pemimpin turut saya sudah bagus masih banyak musuhin",1
"14135.content","teman melborne aus",1
"14136.content","saya tetap dukung bapak ahokdjarot sudah bnyak prubahan saya",1
"14137.content","semoga ahokdjarot kalah",-1
"14138.content","wakil rakyat mana miris",-1
"14139.content","kalian lolos putar dua baik adu program debat metode kirim vlog tidak usah debat tv",0
"14140.content","tuhan berkat bapak ahokdjarot",1
"14141.content","semoga cepat surut ya bapak ibu bapak bantu cepet bapak tugas pertama balik kerja semangat bapak",1
"14142.content","tunggu bukti rekam sadap",0
"14143.content","empat ahli saksi sidang besok",0
"14144.content","sedikit wajah tugas thl popt dki",0
"14145.content","sayang tidak bapak bapak mesti siap kerja keras nanti buat rakyat jakarta semangat bapak",1
"14146.content","gubernur banyak panas dingin jangan dulu presiden tambah banyak demo v",-1
"14147.content","bgmnpun kuasa mmlki pndpt brbeda",0
"14148.content","ahokdjarot nonmuslim ingin politik negara mayoritas muslim harus siap terima nyata muslim punya cara pilih pemimpin",0
"14149.content","jabat presiden sandang tidak makna jabat gubernur dki sandang",-1
"14150.content","banyak ikut ciut yut",-1
"14151.content","panjang saya tau semua atur kena hadap seluruh pns kepala daerah sangkut masalah hukum kecuali ahokdjarot",-1
"14152.content","sedikit wajah giat tugas thl popt",0
"14153.content","ktauan",-1
"14154.content","salam dua jari cheers kami neger tirai bambu ikut dukung bapak apa",1
"14155.content","program hayal tinggi ambisi sang mantan presiden hayal tanpa konsisten jelas pake rasio",-1
"14156.content","banjirrrrrrrrr kp layu bukit duri cawang kutuk ahokdjarot mati kamu ahokdjarot kamu jakarta ribet",-1
"14157.content","sampai tanggal ahokdjarot jangan pecat siapa ahokdjarot cinta kotak lama masa tenang semua keep calm dulu",0
"14158.content","entah saya tidak kompeten nilai pinter gaknya seseorang ruang publik pribadi",0
"14159.content","negara begini bapak saya masih bangga bapak jika dakwa masih gubernur akal sehat rusak",-1
"14160.content","fakta",0
"14161.content","up siapa dekat ahokdjarot atau timses tolong kasih tau ahokdjarot besok tidak usah resmi",0
"14162.content","damai jakarta",0
"14163.content","negara begini bapak apa gara bapak pasang badan langgar konstitusi hendak rakyat",-1
"14164.content","negara begini bapak apa sudah nonaktif ketika dia sudah resmi sangka kenapa bantu bapak memble",-1
"14165.content","bagaimana tidak henti dakwa",-1
"14166.content","negara begini bapak bapak bilang tunduk konstitusi hendak rakyat kenapa tidak tunduk dua",-1
"14167.content","hari pertama aktif kembali banjir sudah sambut bapak",-1
"14168.content","perlu baca jangan asal mangap bikin gaduh",-1
"14169.content","bikin malu rombong liar bapak kasih anggar",-1
"14170.content","wah tau ya ma",-1
"14171.content","semoga street food jakarta tidak spt",0
"14172.content","semua kalimat bapak ucap singgung namun sekaligus arah masyarakat pilih bapak ahokdjarot",1
"14173.content","nista makin laga kebal hukum remeh",-1
"14174.content","ratus rumah cawang rendam banjir",0
"14175.content","kenapa ya sbg wakil rakyat kerja hanya jatuh",-1
"14176.content","hanya demi orang ahokdjarot pemerintah tidak mau patuh",-1
"14177.content","bapak coba mohon cabut wenang bapak gubernur alam semesta sudah protes bapak",-1
"14178.content","bg coba bal basis pdip dukung sana sebut karya seni pantai kayak gitu serak",-1
"14179.content","bagus mbah mantan",-1
"14180.content","ni om panasbungnha",-1
"14181.content","mbak mbok dipljari dulu sejarah lahir bpjs regulasi mngamanatkannya kliatan ilmu",-1
"14182.content","dukung dongo oon semua ya tidak mw ajak bapak nalar",-1
"14183.content","kumaha sia wae ahokdjarot bener bgi ummat islam pilih pemimpin kafir lawan perintah tuhan subhana wata ala",-1
"14184.content","omong blunder potensi sakit hati umat betul apa kata bapak",-1
"14185.content","ahokdjarot klh sopasti hancur jkt bancak apbd t",-1
"14186.content","gara gara bapak bapak bapak jarot",-1
"14187.content","tumben om roma guyon",0
"14188.content","om selalu dua bapak tanggal satu putar",1
"14189.content","hujan hari warga jakarta sekarang lega hati bye bye banjirrr dukung jkt lbh baik",1
"14190.content","iya selamat tugas kembali bapak jgan lula status dakwa",1
"14191.content","emang pidato apa bapak",0
"14192.content","gubernur sial laknat",-1
"14193.content","bhahahaa trakhir ntar jual bubur kyk norman",-1
"14194.content","revisi konstitusi bagaimana cara abang",0
"14195.content","tulis mana tohok",0
"14196.content","maju terus pakde buktikn krja baik bkin smua tidak banjir n tidak macet n krja bos",1
"14197.content","m individu",0
"14198.content","februari",0
"14199.content","belum tidur jangan lupa doa satu bapake kait status mr bagaimana ya",1
"14200.content","sotoy salah mau jilat ludah",-1
"14201.content","bnyak anggota dpr korupsi",-1
"14202.content","kamu sadar tidak abang semenjak bapak gubernur jakarta minggu hujan mulu belum banjir mau nyoba belum pasti",1
"14203.content","tanya apakah kita masih percaya dpr",-1
"14204.content","dengerin jangan asal mangap",-1
"14205.content","jika rasa mampu mending anda calon gubernur ntb saing kinerja dngn",-1
"14206.content","hina agama bangun mesjid ngaku suci tidak buat apa apa agama",-1
"14207.content","bagaimana makan bayar",0
"14208.content","banyak ajar dulu bro dkk",-1
"14209.content","gila para kagum ahokdjarot buat fitnah kaya gitu sarap main teman ahokdjarot kotor",-1
"14210.content","semangat terus abang ahokdjarot",1
"14211.content","ahokdjarot orang bijak bijak kecoplosan",-1
"14212.content","tadi pluit tol liyat kalijodo tadi tmpat gelap sekarang sudah terang bagus keren bapak ahokdjarot saya pilih",1
"14213.content","sinar abang land tegas taman kalijodo bagai program csr",0
"14214.content","saya bantu n ya",0
"14215.content","betul mbaa droo",0
"14216.content","ya jelas langgar konstitusi konstitusi republik mimpi",-1
"14217.content","ni banjir jatinegara",0
"14218.content","lawan konstitusi apa",0
"14219.content","bsk senin selamat tugas kembalik bapak",1
"14220.content","tanda alam jakarta sudah tidak nerima ahokdjarot",-1
"14221.content","kampung arus kramatjati jakarta timur kembali landa banjir warga siap ungsi lapor buat",0
"14222.content","ayo jangan lupa tanggal joblos tidak seperti",1
"14223.content","mulut asal bunyi makanya tiada satu patah kata fakta",-1
"14224.content","bro orang ikhlas taat atur sayang tuhan",1
"14225.content","ajar jngn ceplok batok kl bicara kamu",-1
"14226.content","mereka warga jakarta bilang bapak kerja cuma ngegusur tidak maju jakarta sini medan atau tukeran gubernur",-1
"14227.content","tolong jangan korban masyarakat demi politik sangat resiko",0
"14228.content","coblos tidak",1
"14229.content","baru siaga sudah begitu bagaimana jika spt",0
"14230.content","akhir muncul kata ck ck hampir basi",-1
"14231.content","gubernur tidak becus bangun sistem brrti apa ditanganin sendiri bahaya",-1
"14232.content","kapan mau sadar",-1
"14233.content","baja tuhan menang",1
"14234.content","taikers",-1
"14235.content","kafir non muslim",0
"14236.content","om juju bru skrang sya smbangi kalijodo lo bukan krna sekarang ni mngkin saya tidak bkaln ksitu bapak anak istri",1
"14237.content","jk pilih pemimpin suai agama salah konstitusi mk konstitusi kita revisi mau apa kamu",0
"14238.content","salah sepele fatal abang akibat banyak saksi lihat tidak pemukulan",-1
"14239.content","woi pernah kantor didpr",-1
"14240.content","tim kuasa hukum samping bapak mohon dingin bukan malah panas suasana sampai bertemu tanggal",0
"14241.content","ya tidak apa apa saya sini cuman orang biasa tidak mungkin saya bertemen orang hebat",0
"14242.content","meski tidak rasa saya tahu dakwa pasti pojok bagai cara namun saya tetap harap bapak dpt redam emosi",1
"14243.content","belum berapa seru seru adalah janji ikut mau bunuh diri massal",-1
"14244.content","bapak baca novel mumpung hari tenang",0
"14245.content","mohon hati bapak",0
"14246.content","sudah bagi smua belum",0
"14247.content","adalah angka keramat tidak mungkin hanya betul tentu ngecat toma mantap",1
"14248.content","assalmualikum saya tidak ajak bagi juang ahokdjarot",0
"14249.content","tetap dukung ahokdjarot saya kaum commuter tetap kena dampak harap menang bukan",1
"14250.content","emoh dingiiin suruh abang",0
"14251.content","mohon hati bapak banjir kampung arus warga siap ungsi",0
"14252.content","kata negara kita negara hukum apa hukum tidak berlaku buat mr ahokdjarot",-1
"14253.content","minta ganti rugi bapak",-1
"14254.content","gubernur dki jakarta serta bapak ahokdjarot saya dukung doa semoga tuhan beri hasil baik maaf",1
"14255.content","ngaku muslim tetap pilih pemimpin salah tidak pernah baca kitab ya",-1
"14256.content","ikhlas tidak bapak",-1
"14257.content","neger punya and the gank dki punya and the gank tidak perlu pilpres pil",0
"14258.content","terima kasih bapak tjipta widjaja",0
"14259.content","terus masalah buat anda saya pilih siapa",0
"14260.content","umat islam larang keras pilih pemimpin non muslim sudah jelas al quran surat al maidah ayat",-1
"14261.content","muantabs saya",1
"14262.content","paslon tidak sungguh tidak tahu diri tks bapak tweetnya cerah",-1
"14263.content","mulai gigit gemes brad pitt yakin banyak milih bapak berdasarka",1
"14264.content","haru pas baca buku saya sbg umat muslim turun tionghoa bangka belitung sangat bangga bapak",1
"14265.content","bagi jika bukan tidak sudi ya jika rakyat ahokdjarot juang",1
"14266.content","bapak orang anggap diri tidak sentuh hukum",-1
"14267.content","ahokdjarot banjir masuk musim hujan banyak tonton banjir beberapa wil jakarta",-1
"14268.content","siap bapak sukses ya bapak",1
"14269.content","apa maksud rumah vertikal bapak rumah susun bangun bantaran kali mangkrak proyekny",-1
"14270.content","terima kasih bapak atas kerja keras sehingga saudara saya tidak perlu ngungsi rumah saya sekarang tidak banjir",1
"14271.content","sehat selalu bapak",1
"14272.content","dakwah sara politik",-1
"14273.content","kata manusia munafik al maidah hanya berlaku ahokdjarot",-1
"14274.content","pakai toa dengar banyaj",0
"14275.content","buat",0
"14276.content","konatitusi jamin seluruh warga negara jalan agama suai yakin",0
"14277.content","semoga bapak ahokdjarot masih pemimpin",1
"14278.content","pilih pemimpin beda agama tidak larang konstitusi orang islam larang pilih pemimpin non muslim",-1
"14279.content","ekspektasi doa realit",0
"14280.content","boleh pilih agama tidak ya ahokdjarot",0
"14281.content","awas curang",0
"14282.content","mangkrak omg kerja siapa ba",-1
"14283.content","alternatif parkir buat ibukota jakarta bapak",0
"14284.content","nasehat jlebb buat bapak",0
"14285.content","saya milih bukan agama kerja keras jujur",1
"14286.content","putar basuki jarot",1
"14287.content","malam bapak gubernur maaf bapak muslim ya agama bapak nista oleh tidak percaya tanya mu",-1
"14288.content","dpr tidak memberhentikan jaksa polri tolak",0
"14289.content","belum dobel minoritas masih halal",0
"14290.content","bapak agama hina oleh",-1
"14291.content","bapak agama hina",-1
"14292.content","bapak agama nista oleh",-1
"14293.content","bapak agama hina",-1
"14294.content","ibu tau mana tulus",1
"14295.content","pandji dukung ahokdjarot bantu renovasi sikat habis markup biaya renovasi renovasi bukan bangun",1
"14296.content","polling metro tipi",0
"14297.content","reminder bapak kait henti sementara sbg gubernur dki setelah selesai cuti kampanye",0
